2011,5,1,7,109490.7017,15641.5288
2011,5,2,4,24319.7881,6079.947
2011,5,3,4,21664.3107,5416.0776
2011,5,4,8,113447.612,14180.9515
2011,5,5,10,156696.7946,15669.6794
2011,5,6,8,133887.7647,16735.9705
2011,5,7,1,3756.989,3756.989
2011,5,9,1,3756.989,3756.989
2011,6,1,18,60981.0886,3387.8382
2011,6,4,21,76473.7874,3641.6089
2011,6,6,6,20317.8212,3386.3035
2011,6,7,12,40635.6424,3386.3035
2011,6,8,10,39342.8846,3934.2884
2011,6,9,61,227909.4738,3736.2208
2011,6,10,13,41435.771,3187.367
2011,7,1,27,382000.8027,14148.1778
2011,7,2,8,80580.1708,10072.5213
2011,7,3,8,284715.0216,35589.3777
2011,7,4,44,444606.2534,10104.6875
2011,7,5,10,340236.6095,34023.6609
2011,7,6,30,388940.2996,12964.6766
2011,7,7,6,20120.8218,3353.4703
2011,7,8,13,45038.8796,3464.5292
2011,7,9,68,245904.8132,3616.2472
2011,7,10,17,60039.2106,3531.7182
2011,8,1,26,498284.263,19164.7793
2011,8,2,12,213412.417,17784.368
2011,8,3,13,149450.9539,11496.2272
2011,8,4,62,740982.8787,11951.3367
2011,8,5,19,347672.839,18298.5704
2011,8,6,24,515950.1135,21497.9213
2011,8,7,12,40860.2668,3405.0222
2011,8,8,7,24496.434,3499.4905
2011,8,9,53,196019.8234,3698.4872
2011,8,10,22,73446.183,3338.4628
2011,9,1,19,65159.7014,3429.4579
2011,9,4,36,125789.9102,3494.1641
2011,9,6,5,13182.348,2636.4696
2011,9,7,3,11861.9652,3953.9884
2011,9,8,13,44392.6314,3414.8178
2011,9,9,64,237125.7024,3705.0891
2011,9,10,17,57279.3496,3369.3735
2011,10,1,50,1110453.1514,22209.063
2011,10,2,16,321959.3717,20122.4607
2011,10,3,20,615507.9521,30775.3976
2011,10,4,73,1203590.231,16487.5374
2011,10,5,23,787533.0114,34240.5657
2011,10,6,43,754368.8119,17543.4607
2011,10,7,13,44617.2558,3432.0966
2011,10,8,14,47952.621,3425.1872
2011,10,9,65,240488.6926,3699.826
2011,10,10,10,29798.4302,2979.843
2011,11,1,37,135515.87,3662.591
2011,11,4,52,185001.3672,3557.7186
2011,11,6,11,40087.7632,3644.3421
2011,11,7,12,37678.782,3139.8985
2011,11,8,19,61528.9678,3238.3667
2011,11,9,82,295291.68,3601.118
2011,11,10,17,60208.585,3541.6814
2011,12,1,40,259058.2472,6476.4561
2011,12,2,4,65400.4476,16350.1119
2011,12,3,5,55307.5114,11061.5022
2011,12,4,43,254821.059,5926.0711
2011,12,5,8,215605.3235,26950.6654
2011,12,6,22,240170.9507,10916.8613
2011,12,7,11,36736.904,3339.7185
2011,12,8,5,10028.4882,2005.6976
2011,12,9,69,246535.5674,3572.9792
2011,12,10,21,78784.3996,3751.638
2012,1,1,43,882585.5744,20525.2459
2012,1,2,16,258034.6498,16127.1656
2012,1,3,15,469301.6672,31286.7778
2012,1,4,58,1076397.7058,18558.5811
2012,1,5,23,539891.587,23473.5472
2012,1,6,77,871163.4814,11313.8114
2012,1,7,12,37454.1576,3121.1798
2012,1,8,16,56676.2204,3542.2637
2012,1,9,59,209974.675,3558.8927
2012,1,10,17,56857.7258,3344.5721
2012,2,1,24,202967.399,8456.9749
2012,2,2,4,72290.7532,18072.6883
2012,2,3,5,108503.328,21700.6656
2012,2,4,56,317214.9712,5664.553
2012,2,5,8,277432.2305,34679.0288
2012,2,6,16,292250.1394,18265.6337
2012,2,7,15,42531.5294,2835.4352
2012,2,8,18,67541.0576,3752.2809
2012,2,9,64,233156.22,3643.0659
2012,2,10,9,35164.2718,3907.1413
2012,3,1,42,597747.7171,14232.0885
2012,3,2,9,159123.4253,17680.3805
2012,3,3,10,378951.7032,37895.1703
2012,3,4,76,870786.4432,11457.7163
2012,3,5,11,422086.7495,38371.5226
2012,3,6,43,512023.3877,11907.5206
2012,3,7,13,45038.8796,3464.5292
2012,3,8,20,55572.128,2778.6064
2012,3,9,70,255926.4028,3656.0914
2012,3,10,10,39090.6352,3909.0635
2012,4,1,35,266152.7055,7604.363
2012,4,2,7,138182.6675,19740.381
2012,4,3,8,198424.9678,24803.1209
2012,4,4,76,508824.1631,6695.0547
2012,4,5,13,137043.1447,10541.7803
2012,4,6,23,256883.8371,11168.8624
2012,4,7,18,61178.088,3398.7826
2012,4,8,17,53873.2404,3169.0141
2012,4,9,62,218605.3992,3525.8935
2012,4,10,10,32755.2906,3275.529
2012,5,1,47,473980.386,10084.689
2012,5,2,7,360682.8217,51526.1173
2012,5,3,8,306629.909,38328.7386
2012,5,4,61,727742.7069,11930.2083
2012,5,5,14,207981.0326,14855.788
2012,5,6,30,791858.7292,26395.2909
2012,5,7,18,145205.8256,8066.9903
2012,5,8,22,66298.5116,3013.5687
2012,5,9,70,236947.6869,3384.9669
2012,5,10,16,135596.8442,8474.8027
2012,6,1,61,718042.866,11771.1945
2012,6,2,15,474686.8313,31645.7887
2012,6,3,15,356299.3931,23753.2928
2012,6,4,80,1121872.1556,14023.4019
2012,6,5,20,360740.8495,18037.0424
2012,6,6,54,801847.9937,14849.0369
2012,6,7,29,343568.0111,11847.1727
2012,6,8,20,41468.3453,2073.4172
2012,6,9,64,140044.1276,2188.1894
2012,6,10,32,252076.6421,7877.395
2012,7,1,53,271034.3194,5113.855
2012,7,2,8,272889.458,34111.1822
2012,7,3,13,277345.6309,21334.2793
2012,7,4,88,1265968.341,14386.0038
2012,7,5,10,313524.3245,31352.4324
2012,7,6,53,707352.5028,13346.2736
2012,7,7,26,231318.9239,8896.8816
2012,7,8,18,34252.42,1902.9122
2012,7,9,74,160934.7041,2174.7932
2012,7,10,42,305610.8344,7276.4484
2012,8,1,36,318631.599,8850.8777
2012,8,2,8,319062.5452,39882.8181
2012,8,3,8,230176.6281,28772.0785
